timestamp,unique_id,y_pred,y_proba,query,model_version,runtime
Nov 19 15:39:44.432958,2c31b112-52f3-45d0-acc5-77601ceb04e0,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 19 15:40:29.646765,681d70ff-fbdc-4d1c-8a88-00f73ead710b,[132128.37904],None,2019-04-06,0.1,000:00:22
Nov 19 15:46:54.926619,c4c4a161-dbcb-49cd-833c-e27937b7973d,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 19 15:47:39.528756,d37a3d8e-cff8-49bb-a424-63b8845d65e6,[128527.65676],None,2019-04-06,0.1,000:00:22
Nov 19 15:52:52.584483,ec967af8-d193-46b4-aca0-2df9675b18c8,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 19 15:53:35.073425,3a195678-bcc1-4ee6-8115-1d12599c2753,[130826.178],None,2019-04-06,0.1,000:00:21
Nov 19 16:05:25.571655,022af1d2-12ae-4f21-b6da-231f41f7d4c0,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 19 16:06:10.032534,312be2aa-59d0-4468-87eb-3e63346d98cb,[130826.178],None,2019-04-06,0.1,000:00:22
Nov 20 14:40:23.193515,012e91f8-4dd2-49a8-8569-5e43754091e3,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 15:01:41.436324,fba5c80e-d9d0-4df4-a1dd-3a8be98100d8,[0.],None,2019-04-04,0.1,000:00:00
Nov 20 15:01:55.376142,38c8f426-5f92-43cc-818a-76a4a003b6dc,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:02:01.565436,bbadaf20-cad5-4f79-8b77-cfab1e607787,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:03:08.405478,bd15163e-13e1-418e-99aa-31a2ad34f833,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 15:05:13.092381,f89f3317-cd6f-4734-9776-2e8ed4916434,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:05:16.632902,42af092a-089e-4396-a6d6-b25ab604024e,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:05:18.028670,bef7ecd8-d317-4790-a590-f4d1a5cbefd7,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:05:18.205470,d9f7ccb7-ffbc-4bb6-b979-543110376a05,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:05:18.382731,fcb13ce9-cc94-44d3-8724-47512ee4d27b,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:05:18.598798,ce4f4862-e9c5-4c38-9a2a-c0f3e4594ec6,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:07:28.218458,36704489-307e-49a9-8d35-7af267ed9d93,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:07:29.737776,69f4d022-0e32-449a-8739-498c16494b64,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:11:07.871309,6b9a83df-405a-43af-bf8d-131aff320981,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:11:13.034236,ce3b56fa-5ab4-4c5b-9b34-df393aad93d8,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:11:13.604782,b103715b-d5fb-45a6-a3f6-8b65400bb005,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 15:11:34.937875,9bf49f1c-2089-467d-a887-d729f9e652ee,[0.],None,2019-05-06,0.1,000:00:00
Nov 20 15:12:23.167011,87568eea-3b94-474e-bfee-94cbf306e994,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 15:12:40.021622,1565179b-c154-4146-bb98-fcfa2afa55d0,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 15:57:08.075434,aa0d49ec-9620-4755-94e4-f700d050401b,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 15:57:18.224980,ee5b2fa9-cb50-466a-badf-7b0485a86d1c,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 15:57:27.532319,d1917c5b-027f-4fc2-8446-c1c2170b46df,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:42:45.402986,1784bda6-b3ef-45e6-b4e6-63efac856e1f,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:43:01.862120,95f7bf4f-348c-4fea-8098-c8c7a53882bf,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:13.373182,488206eb-13e8-43d8-8eea-c5f90230feb7,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:23.822353,f435221f-cea4-49ca-96d9-3eee203650fe,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:24.526494,c55094a2-1a76-43e3-95c4-368b8956339d,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:25.129862,69fad146-392d-442f-a070-bf9f17bebf79,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:25.875253,f77115cc-2b48-469d-a59e-128798d52d2b,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:26.975900,88b3ea82-b30a-4b74-bb90-9fc17ba18edb,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:27.959280,4f6bb7cd-cb2a-4adc-99bf-fbd06c68f91f,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:38.567979,23057185-6ff0-49fe-9830-721e7adf3799,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:48.067351,b78e42ca-13a0-4eaa-bc8c-ccc47385bba5,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:46:52.811532,92996fd8-d4e0-4dc9-b4bc-16e8d06f92b2,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 17:47:10.612160,54834371-895b-44a9-a5d5-5a05f6c6c217,[139954.058],None,2019-04-04,0.1,000:00:00
Nov 20 17:47:16.364771,53758151-8b0f-4103-8c2d-d5a76bf5e990,[138654.40333333],None,2019-04-05,0.1,000:00:00
Nov 20 18:03:49.426820,fe2b1701-413f-41f2-816a-59e18c61e6dd,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 18:05:41.170228,c331fb9d-6531-42bf-86e1-4cf806b582a7,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 18:05:45.521028,34e8f965-0681-40b5-8536-259ba44bda89,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 18:05:46.410070,41e30337-a2d7-47ed-9ff2-5c4104daf677,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 18:10:43.798590,4173924b-921e-49bb-8538-5c238fd1be2f,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 18:10:47.441912,4cafc6a7-182a-4666-8efb-def8d013a631,[147316.456],None,2019-05-06,0.1,000:00:00
Nov 20 19:59:26.163946,bd6e277a-9794-4b28-8bdd-ce2a11cacec6,[130826.178],None,2019-04-06,0.1,000:00:17
Nov 20 20:00:18.853739,be047eb6-2b00-4944-aa73-a73db4f875c8,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 20:01:21.567721,87305f1f-6091-42b9-8a15-70074b5f095f,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 20:04:35.738339,75d83c4f-f3e9-4e3c-8d60-e309ca3d055e,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 20:08:49.051545,d295dfbe-d86e-44fe-836e-b5339bc1956a,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 20:42:44.198027,f58d8352-53a1-434e-a676-d9e1370ee056,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 20 20:47:47.656629,3f912982-98ad-40c5-ac3d-0a887040464e,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 21:31:29.933252,098821d4-a467-4334-9aff-b60716ffc279,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 21:31:31.155332,2c4352f2-1318-4ea6-8994-b88060bbaf84,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 20 21:32:44.023400,c999c168-9456-4dfb-9c33-3b1b2585d9f2,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 20 21:33:43.522755,bfdd2148-b7c7-4923-b6a3-50101d02cb0a,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 20 21:35:40.195118,ff0aea4d-9f8b-461b-a35c-e1f79fc80256,[145047.171],None,2019-05-04,0.1,000:00:00
Nov 20 23:28:50.674755,334b09cc-1ee2-4a89-bbc2-10ce0114588d,[130826.178],None,2019-04-06,0.1,000:00:22
Nov 22 21:51:52.307723,e63fb46b-c347-46be-bdb3-c18a94ea4737,[170907.7818],None,2019-01-02,0.1,000:00:00
Nov 22 21:51:52.314662,9943496e-45b1-4819-8c70-ef82c629d1c0,[132330.34036667],None,2019-02-02,0.1,000:00:00
Nov 22 21:51:52.317984,98f27863-c524-4006-a10d-afabd29f385a,[162919.48666667],None,2019-03-02,0.1,000:00:00
Nov 22 22:04:53.161260,d60e8eac-0e73-477a-8a87-4e4485f60685,[170907.7818],None,2019-01-02,0.1,000:00:00
Nov 22 22:04:53.164817,c35ef77e-4f2b-48b1-9e66-781a977eaa81,[132330.34036667],None,2019-02-02,0.1,000:00:00
Nov 22 22:04:53.167919,78e59341-52a3-454c-8880-5806e5b87b17,[162919.48666667],None,2019-03-02,0.1,000:00:00
Nov 25 16:29:43.089341,a199d365-25fa-4b9a-a075-d69741ddbdfb,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 25 16:30:20.941301,b0574a68-f54a-4c5d-9d6f-6c53a61fea30,[134703.1981],None,2019-04-06,0.1,000:00:19
Nov 25 16:35:25.427786,8a84f34f-fff5-414d-ad19-8e00a5a01c0f,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 25 16:36:03.208577,d472d526-8e8f-45fd-b821-22c439aa7aae,[133284.4061],None,2019-04-06,0.1,000:00:19
Nov 25 16:50:04.563708,050b4ef1-c4ef-4aed-9955-4935aed1ba30,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 17:06:52.771139,125716bc-5c14-42a7-815e-3f7ce63aab6f,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 17:06:52.779783,50966f84-19a8-4614-b179-38f792440950,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 17:27:32.712199,01324f78-dc3a-4d80-b0dd-334dde12cb5e,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:45:49.586405,5ceddfbd-0154-4104-b3fa-8486036169f8,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:46:19.258085,d50cb7cc-dfa1-4333-a855-b9b775d6af68,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:47:42.078557,e4904698-8f6a-4387-937a-4de4fb159a59,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:49:53.116977,1342f7f9-f728-4a4e-9b0a-f18f3b75cede,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:50:43.231262,68b79b53-2042-473a-9a67-3fcb9996c699,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:50:53.604857,99e819ff-7252-47b2-858f-b9eb4fa05aec,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:52:03.504384,2cb0204a-cb4e-4664-867d-3cedcb64c88a,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:52:03.512400,2017707e-f98a-4a88-96d2-9ee071947756,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 20:52:25.120805,a7f5dd1e-4096-4522-87fa-de942842d0b8,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:52:25.130488,bd758526-1c51-4186-a23a-04258ab6ac7f,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 20:53:13.148168,b19f9022-76d5-4bec-9a19-9fe3ddd29572,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:54:15.278590,10ddda39-304f-4cb6-a22a-c9fbcbbcbbf9,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:54:23.845240,1b130021-b346-45d5-9506-0243ff34175b,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:54:23.877364,295a917e-81d0-457c-b56b-c8ea33a66863,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 20:56:11.302383,f35a4495-8dfc-4e46-9ad1-39952b27688c,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:56:11.312250,14b56eeb-a9cf-4953-aebc-e998538c2f17,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 20:56:53.629410,73c72957-052c-4048-a205-96017f9566f7,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 20:56:54.986995,b60f15d9-a5f8-485d-b6f9-e6c827c12c38,[145752.7682],None,2019-05-05,0.1,000:00:00
Nov 25 21:00:19.859220,ad5553bc-d038-4104-ba88-189601f92c4e,[134258.56976667],None,2019-04-06,0.1,000:00:00
Nov 25 21:01:08.551620,4c16924a-a775-4c65-bfbf-6fea9edd4932,[131488.84495],None,2019-04-06,0.1,000:00:25
Nov 25 21:16:01.418337,b6d21ff5-9856-4e83-89dc-ebf3eca4ea08,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 21:16:02.655731,a8aa7820-aab2-4051-8be9-30c7553530ac,[170622.46766667],None,2019-05-06,0.1,000:00:00
Nov 25 21:16:02.665889,9df52ce2-f178-456f-824e-d492ef585b40,[145752.7682],None,2019-05-05,0.1,000:00:00
